Motions with difficulty > 5:
Motion: ACCAD_Female1Gestures_c3d_D5_-_Random_Stuff_2_stageii.pkl, Difficulty: 14.07
Motion: CMU_01_01_06_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_06_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_06_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_06_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_06_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_07_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_07_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_07_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_07_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_07_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_08_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_08_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_08_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_09_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_09_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_09_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_09_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_09_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_10_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_10_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_10_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_11_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_11_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_11_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_11_stageii.pkl, Difficulty: 100.00
Motion: CMU_01_01_11_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_33_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_33_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_34_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_34_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_35_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_36_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_36_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_37_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_37_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_37_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_38_stageii.pkl, Difficulty: 100.00
Motion: CMU_13_13_38_stageii.pkl, Difficulty: 100.00
Motion: CMU_15_15_02_stageii.pkl, Difficulty: 100.00
Motion: CMU_28_28_11_stageii.pkl, Difficulty: 36.27
Motion: CMU_30_30_06_stageii.pkl, Difficulty: 89.24
Motion: CMU_36_36_31_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_31_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_31_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_31_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_32_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_32_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_32_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_32_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_32_stageii.pkl, Difficulty: 79.27
Motion: CMU_36_36_33_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_33_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_34_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_34_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_34_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_34_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_34_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_35_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_35_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_35_stageii.pkl, Difficulty: 55.79
Motion: CMU_36_36_35_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_36_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_36_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_36_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_36_stageii.pkl, Difficulty: 100.00
Motion: CMU_36_36_36_stageii.pkl, Difficulty: 100.00
Motion: CMU_43_43_02_stageii.pkl, Difficulty: 100.00
Motion: CMU_49_49_08_stageii.pkl, Difficulty: 67.95
Motion: CMU_49_49_21_stageii.pkl, Difficulty: 100.00
Motion: CMU_49_49_21_stageii.pkl, Difficulty: 100.00
Motion: CMU_74_74_16_stageii.pkl, Difficulty: 50.07
Motion: CMU_74_74_18_stageii.pkl, Difficulty: 100.00
Motion: CMU_74_74_19_stageii.pkl, Difficulty: 100.00
Motion: CMU_77_77_18_stageii.pkl, Difficulty: 10.06
Motion: CMU_80_80_09_stageii.pkl, Difficulty: 85.76
Motion: CMU_82_82_02_stageii.pkl, Difficulty: 100.00
Motion: CMU_82_82_02_stageii.pkl, Difficulty: 100.00
Motion: CMU_82_82_02_stageii.pkl, Difficulty: 100.00
Motion: CMU_82_82_03_stageii.pkl, Difficulty: 100.00
Motion: CMU_82_82_03_stageii.pkl, Difficulty: 100.00
Motion: CMU_82_82_03_stageii.pkl, Difficulty: 100.00
Motion: CMU_82_82_04_stageii.pkl, Difficulty: 100.00
Motion: CMU_84_84_17_stageii.pkl, Difficulty: 43.94
Motion: CMU_84_84_18_stageii.pkl, Difficulty: 100.00
Motion: CMU_84_84_19_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_04_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_04_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_05_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_05_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_05_stageii.pkl, Difficulty: 85.39
Motion: CMU_85_85_08_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_10_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_12_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_12_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_13_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_13_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_14_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_14_stageii.pkl, Difficulty: 100.00
Motion: CMU_85_85_14_stageii.pkl, Difficulty: 89.25
Motion: CMU_86_86_13_stageii.pkl, Difficulty: 100.00
Motion: CMU_86_86_13_stageii.pkl, Difficulty: 100.00
Motion: CMU_86_86_13_stageii.pkl, Difficulty: 100.00
Motion: CMU_86_86_13_stageii.pkl, Difficulty: 100.00
Motion: CMU_86_86_13_stageii.pkl, Difficulty: 100.00
Motion: CMU_88_88_05_stageii.pkl, Difficulty: 100.00
Motion: CMU_88_88_06_stageii.pkl, Difficulty: 100.00
Motion: CMU_88_88_09_stageii.pkl, Difficulty: 15.71
Motion: CMU_88_88_11_stageii.pkl, Difficulty: 58.02
Motion: CMU_88_88_11_stageii.pkl, Difficulty: 39.54
Motion: CMU_90_90_01_stageii.pkl, Difficulty: 80.46
Motion: CMU_90_90_05_stageii.pkl, Difficulty: 23.25
Motion: CMU_90_90_07_stageii.pkl, Difficulty: 11.10
Motion: CMU_90_90_08_stageii.pkl, Difficulty: 43.18
Motion: CMU_90_90_11_stageii.pkl, Difficulty: 35.89
Motion: CMU_90_90_12_stageii.pkl, Difficulty: 100.00
Motion: CMU_90_90_13_stageii.pkl, Difficulty: 100.00
Motion: CMU_90_90_15_stageii.pkl, Difficulty: 100.00
Motion: CMU_90_90_16_stageii.pkl, Difficulty: 100.00
Motion: CMU_90_90_18_stageii.pkl, Difficulty: 72.62
Motion: CMU_90_90_24_stageii.pkl, Difficulty: 100.00
Motion: CMU_90_90_25_stageii.pkl, Difficulty: 100.00
Motion: CMU_90_90_25_stageii.pkl, Difficulty: 100.00
Motion: CMU_90_90_28_stageii.pkl, Difficulty: 100.00
Motion: CMU_90_90_29_stageii.pkl, Difficulty: 100.00
Motion: CMU_90_90_29_stageii.pkl, Difficulty: 100.00
Motion: CMU_111_111_03_stageii.pkl, Difficulty: 14.61
Motion: CMU_111_111_06_stageii.pkl, Difficulty: 100.00
Motion: CMU_111_111_07_stageii.pkl, Difficulty: 100.00
Motion: CMU_111_111_07_stageii.pkl, Difficulty: 100.00
Motion: CMU_111_111_08_stageii.pkl, Difficulty: 100.00
Motion: CMU_111_111_38_stageii.pkl, Difficulty: 100.00
Motion: CMU_111_111_41_stageii.pkl, Difficulty: 87.61
Motion: CMU_111_111_41_stageii.pkl, Difficulty: 13.87
Motion: CMU_113_113_08_stageii.pkl, Difficulty: 73.57
Motion: CMU_113_113_08_stageii.pkl, Difficulty: 99.00
Motion: CMU_113_113_14_stageii.pkl, Difficulty: 85.77
Motion: CMU_113_113_28_stageii.pkl, Difficulty: 14.83
Motion: CMU_113_113_28_stageii.pkl, Difficulty: 96.60
Motion: CMU_113_113_29_stageii.pkl, Difficulty: 100.00
Motion: CMU_114_114_02_stageii.pkl, Difficulty: 100.00
Motion: CMU_114_114_11_stageii.pkl, Difficulty: 100.00
Motion: CMU_114_114_11_stageii.pkl, Difficulty: 15.86
Motion: CMU_114_114_16_stageii.pkl, Difficulty: 99.98
Motion: CMU_114_114_16_stageii.pkl, Difficulty: 99.24
Motion: CMU_124_124_06_stageii.pkl, Difficulty: 66.08
Motion: CMU_125_125_01_stageii.pkl, Difficulty: 68.30
Motion: CMU_125_125_01_stageii.pkl, Difficulty: 75.88
Motion: CMU_125_125_02_stageii.pkl, Difficulty: 78.62
Motion: CMU_125_125_02_stageii.pkl, Difficulty: 63.09
Motion: CMU_125_125_03_stageii.pkl, Difficulty: 100.00
Motion: CMU_125_125_03_stageii.pkl, Difficulty: 100.00
Motion: CMU_125_125_05_stageii.pkl, Difficulty: 100.00
Motion: CMU_125_125_05_stageii.pkl, Difficulty: 100.00
Motion: CMU_125_125_06_stageii.pkl, Difficulty: 100.00
Motion: CMU_125_125_06_stageii.pkl, Difficulty: 74.49
Motion: CMU_126_126_09_stageii.pkl, Difficulty: 53.35
Motion: CMU_126_126_09_stageii.pkl, Difficulty: 54.74
Motion: CMU_126_126_10_stageii.pkl, Difficulty: 19.88
Motion: CMU_126_126_10_stageii.pkl, Difficulty: 10.44
Motion: CMU_137_137_14_stageii.pkl, Difficulty: 80.00
Motion: CMU_139_139_18_stageii.pkl, Difficulty: 10.12
Motion: CMU_140_140_04_stageii.pkl, Difficulty: 100.00
Motion: CMU_140_140_08_stageii.pkl, Difficulty: 39.02
Motion: CMU_140_140_09_stageii.pkl, Difficulty: 94.73
Motion: CMU_143_143_37_stageii.pkl, Difficulty: 100.00
Motion: CMU_144_144_01_stageii.pkl, Difficulty: 95.43
Motion: CMU_144_144_01_stageii.pkl, Difficulty: 75.13
Motion: CMU_144_144_01_stageii.pkl, Difficulty: 100.00
Motion: CMU_144_144_02_stageii.pkl, Difficulty: 100.00
Motion: CMU_144_144_32_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20120805_VasoAristeidou_Vaso_Aristeidou_Zeimpekiko_v1_stageii.pkl, Difficulty: 29.85
Motion: DanceDB_20120911_TheodorosSourmelis_Capoeira_Theodoros_v2_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20120911_TheodorosSourmelis_Capoeira_Theodoros_v3_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20120911_TheodorosSourmelis_Capoeira_Theodoros_v3_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20120911_TheodorosSourmelis_Capoeira_Theodoros_v3_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20130216_AnnaCharalambous_Anna_Angry_C3D_stageii.pkl, Difficulty: 78.87
Motion: DanceDB_20130216_AnnaCharalambous_Anna_Curiosity_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_OliviaKyriakides_Olivia_Miserable_C3D_stageii.pkl, Difficulty: 85.77
Motion: DanceDB_20131001_OliviaKyriakides_Olivia_Sad_C3D_stageii.pkl, Difficulty: 80.00
Motion: DanceDB_20131001_OliviaKyriakides_Olivia_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_OliviaKyriakides_Olivia_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_SophieKamenou_Sophie_Bored_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_SophieKamenou_Sophie_Bored_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_SophieKamenou_Sophie_Happy_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_SophieKamenou_Sophie_Happy_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_SophieKamenou_Sophie_Happy_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_SophieKamenou_Sophie_Happy_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_SophieKamenou_Sophie_Happy_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_SophieKamenou_Sophie_Happy_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_SophieKamenou_Sophie_Tired_C3D_stageii.pkl, Difficulty: 95.69
Motion: DanceDB_20131001_SophieKamenou_Sophie_Tired_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Afraid_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Afraid_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Miserable_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Miserable_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Miserable_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Miserable_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Miserable_C3D_stageii.pkl, Difficulty: 92.88
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Miserable_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Miserable_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Miserable_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Miserable_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Mix_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Mix_C3D_stageii.pkl, Difficulty: 16.32
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Mix_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Mix_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_TheodoraTsiakka_Theodora_Tired_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_VasoAristeidou_Vasso_Bored_01_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_VasoAristeidou_Vasso_Bored_01_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_VasoAristeidou_Vasso_Excited_01_stageii.pkl, Difficulty: 96.64
Motion: DanceDB_20131001_VasoAristeidou_Vasso_Relaxed_01_stageii.pkl, Difficulty: 93.80
Motion: DanceDB_20131001_VasoAristeidou_Vasso_Relaxed_01_stageii.pkl, Difficulty: 64.98
Motion: DanceDB_20131001_VasoAristeidou_Vasso_Sad_01_stageii.pkl, Difficulty: 20.13
Motion: DanceDB_20131001_VasoAristeidou_Vasso_Sad_01_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20131001_VasoAristeidou_Vasso_Tired_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Mix_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Mix_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Relaxed_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Relaxed_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Relaxed_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Relaxed_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20141230_MaritsaElia_Maritsa_Sad_C3D_stageii.pkl, Difficulty: 20.16
Motion: DanceDB_20151003_AndriaMichaelidou_Andria_Happy_v2_C3D_stageii.pkl, Difficulty: 10.10
Motion: DanceDB_20151003_AndriaMichaelidou_Andria_Pleased_v2_C3D_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20151003_ElenaKyriakou_Elena_Angry_v1_C3D_stageii.pkl, Difficulty: 23.56
Motion: DanceDB_20180501_AndreasdelaVara_ANDREAS_Tsamiko_stageii.pkl, Difficulty: 100.00
Motion: DanceDB_20180501_AndreasdelaVara_ANDREAS_Tsamiko_stageii.pkl, Difficulty: 100.00
Motion: Eyes_Japan_Dataset_hamada_walk-15-pull-hamada_stageii.pkl, Difficulty: 13.91
Motion: Eyes_Japan_Dataset_ichige_gesture_etc-19-fold_legs-ichige_stageii.pkl, Difficulty: 44.98
Motion: Eyes_Japan_Dataset_ichige_soccer-27-pk_inside-ichige_stageii.pkl, Difficulty: 100.00
Motion: Eyes_Japan_Dataset_kaiwa_gesture_etc-24-matrix-kaiwa_stageii.pkl, Difficulty: 100.00
Motion: Eyes_Japan_Dataset_kaiwa_gesture_etc-24-matrix-kaiwa_stageii.pkl, Difficulty: 12.88
Motion: Eyes_Japan_Dataset_kaiwa_gesture_etc-24-matrix-kaiwa_stageii.pkl, Difficulty: 100.00
Motion: Eyes_Japan_Dataset_kaiwa_sitdown_standup-09-squat_down-kaiwa_stageii.pkl, Difficulty: 100.00
Motion: Eyes_Japan_Dataset_kaiwa_throw_toss-18-pass_to_back_heavy-kaiwa_stageii.pkl, Difficulty: 81.61
Motion: Eyes_Japan_Dataset_kanno_pose-16-handstand-kanno_stageii.pkl, Difficulty: 21.15
Motion: Eyes_Japan_Dataset_kanno_pose-16-handstand-kanno_stageii.pkl, Difficulty: 100.00
Motion: Eyes_Japan_Dataset_shiono_accident-04-damage_right_leg-shiono_stageii.pkl, Difficulty: 100.00
Motion: Eyes_Japan_Dataset_shiono_gesture_etc-10-snip_nail-shiono_stageii.pkl, Difficulty: 88.36
Motion: Eyes_Japan_Dataset_shiono_pose-16-handstand-shiono_stageii.pkl, Difficulty: 18.74
Motion: Eyes_Japan_Dataset_shiono_pose-16-handstand-shiono_stageii.pkl, Difficulty: 17.71
Motion: Eyes_Japan_Dataset_takiguchi_pose-16-handstand-takiguchi_stageii.pkl, Difficulty: 100.00
Motion: Eyes_Japan_Dataset_takiguchi_pose-16-handstand-takiguchi_stageii.pkl, Difficulty: 100.00
Motion: Eyes_Japan_Dataset_takiguchi_sitdown_standup-09-squat_down-takiguchi_stageii.pkl, Difficulty: 100.00
Motion: GRAB_s5_airplane_fly_1_stageii.pkl, Difficulty: 100.00
Motion: GRAB_s5_banana_eat_1_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_03-02_01_120_stageii.pkl, Difficulty: 87.58
Motion: HDM05_bk_HDM_bk_03-03_01_120_stageii.pkl, Difficulty: 93.75
Motion: HDM05_bk_HDM_bk_03-03_01_120_stageii.pkl, Difficulty: 79.66
Motion: HDM05_bk_HDM_bk_03-03_02_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_03-03_02_120_stageii.pkl, Difficulty: 91.15
Motion: HDM05_bk_HDM_bk_03-03_03_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_03-03_03_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_04-01_01_120_stageii.pkl, Difficulty: 99.00
Motion: HDM05_bk_HDM_bk_04-01_01_120_stageii.pkl, Difficulty: 66.59
Motion: HDM05_bk_HDM_bk_04-01_01_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_04-01_02_120_stageii.pkl, Difficulty: 94.32
Motion: HDM05_bk_HDM_bk_04-01_02_120_stageii.pkl, Difficulty: 84.06
Motion: HDM05_bk_HDM_bk_04-01_02_120_stageii.pkl, Difficulty: 70.93
Motion: HDM05_bk_HDM_bk_04-01_02_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_04-01_02_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_04-01_02_120_stageii.pkl, Difficulty: 75.04
Motion: HDM05_bk_HDM_bk_04-01_03_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_04-01_03_120_stageii.pkl, Difficulty: 82.99
Motion: HDM05_bk_HDM_bk_04-01_03_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_04-01_03_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_04-01_03_120_stageii.pkl, Difficulty: 68.03
Motion: HDM05_bk_HDM_bk_04-01_03_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_05-03_01_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_05-03_01_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_05-03_02_120_stageii.pkl, Difficulty: 33.17
Motion: HDM05_bk_HDM_bk_05-03_02_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_bk_HDM_bk_05-03_03_120_stageii.pkl, Difficulty: 44.78
Motion: HDM05_bk_HDM_bk_05-03_03_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_dg_HDM_dg_03-03_03_120_stageii.pkl, Difficulty: 78.46
Motion: HDM05_dg_HDM_dg_03-04_03_120_stageii.pkl, Difficulty: 75.72
Motion: HDM05_dg_HDM_dg_03-09_01_120_stageii.pkl, Difficulty: 41.63
Motion: HDM05_dg_HDM_dg_03-09_01_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_dg_HDM_dg_03-09_02_120_stageii.pkl, Difficulty: 10.33
Motion: HDM05_dg_HDM_dg_03-09_02_120_stageii.pkl, Difficulty: 40.57
Motion: HDM05_dg_HDM_dg_03-09_03_120_stageii.pkl, Difficulty: 62.33
Motion: HDM05_dg_HDM_dg_04-01_01_120_stageii.pkl, Difficulty: 20.70
Motion: HDM05_dg_HDM_dg_04-01_01_120_stageii.pkl, Difficulty: 98.56
Motion: HDM05_dg_HDM_dg_04-01_01_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_mm_HDM_mm_02-01_04_120_stageii.pkl, Difficulty: 43.88
Motion: HDM05_mm_HDM_mm_03-03_01_120_stageii.pkl, Difficulty: 100.00
Motion: HDM05_mm_HDM_mm_03-03_01_120_stageii.pkl, Difficulty: 31.56
